actual_confidence,dataset,decision,frame_idx,is_audit_frame,predicted_confidence,predicted_std,prediction_error,scene_id,source_json
0.341409,waymo,FULL_DETECTION,124,False,0.330527,0.241369,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.308338,waymo,FULL_DETECTION,125,True,0.324942,0.245861,0.016604,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.312407,waymo,FULL_DETECTION,126,False,0.322674,0.23322,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.319049,waymo,FULL_DETECTION,127,False,0.333239,0.245161,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.318931,waymo,FULL_DETECTION,128,False,0.35544,0.228029,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.309352,waymo,FULL_DETECTION,129,False,0.362875,0.226028,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.314433,waymo,FULL_DETECTION,130,True,0.367606,0.226889,0.053173,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.326737,waymo,FULL_DETECTION,131,False,0.35996,0.222394,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.317899,waymo,FULL_DETECTION,132,False,0.361001,0.22368,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.317363,waymo,FULL_DETECTION,133,False,0.361294,0.222329,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.321368,waymo,FULL_DETECTION,134,False,0.35886,0.220919,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.32258,waymo,FULL_DETECTION,135,True,0.356789,0.221005,0.034209,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.311676,waymo,FULL_DETECTION,136,False,0.349481,0.217803,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.29193,waymo,FULL_DETECTION,137,False,0.346645,0.218534,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.285792,waymo,FULL_DETECTION,138,False,0.346198,0.220125,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.327218,waymo,FULL_DETECTION,139,False,0.363153,0.222271,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.347139,waymo,FULL_DETECTION,140,True,0.376224,0.222034,0.029085,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.342332,waymo,FULL_DETECTION,141,False,0.370931,0.218425,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.345267,waymo,FULL_DETECTION,142,False,0.370643,0.219271,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.339436,waymo,FULL_DETECTION,143,False,0.368596,0.220452,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.339878,waymo,FULL_DETECTION,144,False,0.367566,0.223887,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.352438,waymo,FULL_DETECTION,145,True,0.368942,0.226113,0.016504,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.359466,waymo,FULL_DETECTION,146,False,0.365557,0.223013,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.354357,waymo,FULL_DETECTION,147,False,0.374014,0.227104,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.350489,waymo,FULL_DETECTION,148,False,0.389231,0.22145,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.339608,waymo,FULL_DETECTION,149,False,0.386126,0.222973,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.339603,waymo,FULL_DETECTION,150,True,0.380914,0.224768,0.041312,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.356045,waymo,FULL_DETECTION,151,False,0.366604,0.221968,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.360341,waymo,FULL_DETECTION,152,False,0.358898,0.228329,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.378648,waymo,FULL_DETECTION,153,False,0.35758,0.231007,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.370162,waymo,FULL_DETECTION,154,False,0.366153,0.227377,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.36898,waymo,FULL_DETECTION,155,True,0.375614,0.227597,0.006634,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.374484,waymo,FULL_DETECTION,156,False,0.377392,0.224253,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.374879,waymo,FULL_DETECTION,157,False,0.375925,0.228055,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.384494,waymo,FULL_DETECTION,158,False,0.379347,0.228709,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.389089,waymo,FULL_DETECTION,159,False,0.380276,0.230412,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.384171,waymo,FULL_DETECTION,160,True,0.377321,0.232502,0.00685,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.379473,waymo,FULL_DETECTION,161,False,0.377294,0.226273,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.38857,waymo,FULL_DETECTION,162,False,0.393076,0.224408,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.40333,waymo,FULL_DETECTION,163,False,0.472255,0.298411,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.405652,waymo,FULL_DETECTION,164,False,0.469059,0.303964,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.409469,waymo,FULL_DETECTION,165,True,0.470286,0.306288,0.060817,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.409683,waymo,FULL_DETECTION,166,False,0.426144,0.254267,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.427144,waymo,FULL_DETECTION,167,False,0.408853,0.249026,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.424627,waymo,FULL_DETECTION,168,False,0.410123,0.248482,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.417644,waymo,FULL_DETECTION,169,False,0.409365,0.249271,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.407778,waymo,FULL_DETECTION,170,True,0.408328,0.250695,0.00055,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.424068,waymo,FULL_DETECTION,171,False,0.409768,0.234198,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.441275,waymo,FULL_DETECTION,172,False,0.410778,0.235903,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.447731,waymo,FULL_DETECTION,173,False,0.410973,0.237458,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.445271,waymo,FULL_DETECTION,174,False,0.409888,0.239088,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.45529,waymo,FULL_DETECTION,175,True,0.406111,0.241344,0.049179,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.442106,waymo,FULL_DETECTION,176,False,0.41563,0.232648,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.443793,waymo,FULL_DETECTION,177,False,0.413396,0.235276,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.45874,waymo,FULL_DETECTION,178,False,0.421901,0.237208,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.455616,waymo,FULL_DETECTION,179,False,0.422777,0.236815,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.443663,waymo,FULL_DETECTION,180,True,0.422805,0.236941,0.020858,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.439641,waymo,FULL_DETECTION,181,False,0.426902,0.227832,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.42292,waymo,FULL_DETECTION,182,False,0.43591,0.232854,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.423746,waymo,FULL_DETECTION,183,False,0.449203,0.238863,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.414771,waymo,FULL_DETECTION,184,False,0.44856,0.238799,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.404179,waymo,FULL_DETECTION,185,True,0.446932,0.237116,0.042754,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.395369,waymo,FULL_DETECTION,186,False,0.436897,0.22506,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.39394,waymo,FULL_DETECTION,187,False,0.432938,0.224181,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.393707,waymo,FULL_DETECTION,188,False,0.428663,0.223678,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.384624,waymo,FULL_DETECTION,189,False,0.427611,0.222534,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.374477,waymo,FULL_DETECTION,190,True,0.427559,0.221673,0.053082,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.36912,waymo,FULL_DETECTION,191,False,0.413965,0.218141,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.355095,waymo,FULL_DETECTION,192,False,0.413072,0.217767,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.345061,waymo,FULL_DETECTION,193,False,0.408845,0.218683,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.33272,waymo,FULL_DETECTION,194,False,0.406747,0.219313,0.0,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.326294,waymo,FULL_DETECTION,195,True,0.405827,0.219955,0.079533,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.228125,waymo,FULL_DETECTION,0,True,0.370549,0.21244,0.142424,segment-15724298772299989727_5386_410_5406_410_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.233307,waymo,FULL_DETECTION,1,False,0.363081,0.210885,0.0,segment-15724298772299989727_5386_410_5406_410_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.238862,waymo,FULL_DETECTION,2,False,0.373108,0.210802,0.0,segment-15724298772299989727_5386_410_5406_410_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.237677,waymo,FULL_DETECTION,3,False,0.383615,0.210208,0.0,segment-15724298772299989727_5386_410_5406_410_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.240363,waymo,FULL_DETECTION,4,False,0.393998,0.210249,0.0,segment-15724298772299989727_5386_410_5406_410_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.238599,waymo,FULL_DETECTION,5,True,0.401152,0.211897,0.162552,segment-15724298772299989727_5386_410_5406_410_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.243042,waymo,FULL_DETECTION,6,False,0.386583,0.221844,0.0,segment-15724298772299989727_5386_410_5406_410_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.227184,waymo,FULL_DETECTION,7,False,0.398297,0.224257,0.0,segment-15724298772299989727_5386_410_5406_410_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.230444,waymo,FULL_DETECTION,8,False,0.409243,0.237642,0.0,segment-15724298772299989727_5386_410_5406_410_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.22597,waymo,FULL_DETECTION,9,False,0.418156,0.24188,0.0,segment-15724298772299989727_5386_410_5406_410_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
0.227353,waymo,FULL_DETECTION,10,True,0.434435,0.24014,0.207082,segment-15724298772299989727_5386_410_5406_410_with_camera_labels,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/waymo/waymo_inference.json
