scene_id,frame_idx,predicted_confidence,predicted_std,actual_confidence,decision,prediction_error,is_audit_frame
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,72,0.46967,0.222453,0.949129,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,73,0.468992,0.222352,0.909137,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,74,0.472163,0.222321,0.83552,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,75,0.47084,0.222541,0.895556,FULL_DETECTION,0.424716,True
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,76,0.553966,0.218276,0.892641,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,77,0.556776,0.218439,0.923318,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,78,0.555813,0.21841,0.91388,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,79,0.556644,0.218372,0.882826,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,80,0.55303,0.217809,0.766408,FULL_DETECTION,0.213378,True
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,81,0.578713,0.214651,0.718638,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,82,0.574456,0.214094,0.672565,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,83,0.570877,0.213517,0.554087,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,84,0.56521,0.212918,0.52533,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,85,0.552917,0.212137,0.43178,FULL_DETECTION,0.121137,True
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,86,0.531308,0.210498,0.395372,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,87,0.529473,0.209808,0.386308,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,88,0.521034,0.209496,0.36801,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,89,0.514974,0.209815,0.321083,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,90,0.50781,0.209511,0.341816,FULL_DETECTION,0.165994,True
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,91,0.489639,0.20817,0.304627,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,92,0.484766,0.207823,0.270798,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,93,0.48042,0.207501,0.255085,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,94,0.477339,0.207259,0.241198,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,95,0.468901,0.206828,0.234918,FULL_DETECTION,0.233982,True
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,96,0.452028,0.206104,0.240311,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,97,0.450495,0.206106,0.233596,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,98,0.449915,0.206477,0.227611,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,99,0.428062,0.208589,0.211404,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,100,0.399771,0.209626,0.204366,FULL_DETECTION,0.195405,True
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,101,0.377816,0.208887,0.201985,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,102,0.3721,0.209026,0.1968,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,103,0.365955,0.209271,0.186085,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,104,0.36671,0.209262,0.171905,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,105,0.35024,0.209297,0.14136,FULL_DETECTION,0.20888,True
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,106,0.334817,0.209071,0.151917,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,107,0.326996,0.210691,0.152301,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,108,0.324102,0.210836,0.141886,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,109,0.321436,0.210976,0.127057,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,110,0.318089,0.211152,0.12037,FULL_DETECTION,0.197719,True
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,111,0.294321,0.210174,0.117192,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,112,0.291132,0.210295,0.111464,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,113,0.288338,0.21042,0.105659,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,114,0.283834,0.210575,0.093591,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,115,0.30814,0.207042,0.091313,FULL_DETECTION,0.216826,True
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,116,0.288655,0.210314,0.070996,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,117,0.284669,0.210058,0.055272,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,118,0.278965,0.21015,0.05982,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,119,0.28413,0.20925,0.078603,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,120,0.277608,0.209146,0.093082,FULL_DETECTION,0.184526,True
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,121,0.257312,0.208232,0.082368,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,122,0.273325,0.204916,0.061525,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,123,0.278984,0.20637,0.081699,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,124,0.272776,0.206168,0.089946,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,125,0.272364,0.206127,0.091089,FULL_DETECTION,0.181275,True
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,126,0.25397,0.205744,0.089238,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,127,0.250478,0.205724,0.078413,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,128,0.249885,0.206279,0.070076,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,129,0.241925,0.206492,0.068276,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,130,0.235986,0.206899,0.066589,FULL_DETECTION,0.169397,True
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,131,0.219835,0.206871,0.064206,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,132,0.143508,0.21657,0.068715,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,133,0.141421,0.214019,0.066466,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,134,0.099349,0.22004,0.066033,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,135,0.100922,0.219303,0.063437,FULL_DETECTION,0.037485,True
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,136,0.092389,0.216148,0.059633,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,137,0.089755,0.216184,0.056151,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,138,0.08826,0.217014,0.052374,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,139,0.08903,0.218187,0.047218,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,140,0.093829,0.220295,0.042461,FULL_DETECTION,0.051368,True
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,141,0.085753,0.218051,0.037187,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,142,0.085615,0.218792,0.037863,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,143,0.082238,0.218769,0.0395,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,144,0.084261,0.219438,0.044606,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,145,0.097023,0.221809,0.047631,FULL_DETECTION,0.049392,True
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,146,0.089587,0.216814,0.04368,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,147,0.092514,0.215459,0.03998,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,148,0.099714,0.214769,0.038309,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,149,0.102079,0.21305,0.035834,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,150,0.145214,0.21097,0.034789,FULL_DETECTION,0.110425,True
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,151,0.143698,0.208543,0.032167,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,152,0.155471,0.209172,0.029979,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,153,0.16447,0.208207,0.029316,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,154,0.175541,0.20784,0.029076,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,155,0.186499,0.207566,0.028669,FULL_DETECTION,0.15783,True
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,156,0.185336,0.206754,0.028139,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,157,0.202878,0.208746,0.027336,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,158,0.212581,0.208699,0.027302,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,159,0.222973,0.20947,0.028278,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,160,0.240227,0.211964,0.025675,FULL_DETECTION,0.214552,True
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,161,0.229756,0.213589,0.025463,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,162,0.15316,0.220355,2e-06,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,163,0.180051,0.22166,2e-06,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,164,0.181663,0.220096,2e-06,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,165,0.188078,0.218378,2e-06,FULL_DETECTION,0.188076,True
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,166,0.164497,0.214228,2e-06,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,167,0.172261,0.21353,2e-06,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,168,0.180203,0.2129,2e-06,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,169,0.21032,0.212483,2e-06,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,170,0.239717,0.21263,0.018334,FULL_DETECTION,0.221383,True
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,171,0.218858,0.211223,0.032067,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,172,0.225491,0.211644,0.03007,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,173,0.229727,0.212733,0.029127,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,174,0.238326,0.213286,0.027963,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,175,0.246052,0.214661,0.026214,FULL_DETECTION,0.219838,True
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,176,0.156869,0.214096,0.027157,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,177,0.033195,0.220448,0.029535,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,178,0.025285,0.219513,0.027466,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,179,0.032526,0.219564,0.025966,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,180,0.047098,0.217331,0.025086,FULL_DETECTION,0.022012,True
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,181,0.072847,0.213776,0.024145,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,182,0.112751,0.212612,0.070677,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,183,0.166589,0.212193,0.078742,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,184,0.184348,0.213762,0.077227,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,185,0.187994,0.214257,0.074816,FULL_DETECTION,0.113178,True
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,186,0.178307,0.213385,0.074341,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,187,0.186136,0.214968,0.073619,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,188,0.187659,0.215508,0.074721,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,189,0.227324,0.217821,0.104786,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,190,0.241954,0.216385,0.103221,FULL_DETECTION,0.138733,True
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,191,0.229614,0.213655,0.103677,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,192,0.236497,0.21571,0.113341,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,193,0.245815,0.217793,0.114899,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,194,0.216171,0.218147,0.123062,FULL_DETECTION,0.0,False
segment-15724298772299989727_5386_410_5406_410_with_camera_labels,195,0.158763,0.217284,0.135311,FULL_DETECTION,0.023452,True
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,0,0.387567,0.204835,0.171091,FULL_DETECTION,0.216476,True
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,1,0.376585,0.204157,0.15557,FULL_DETECTION,0.0,False
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,2,0.371027,0.204079,0.154478,FULL_DETECTION,0.0,False
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,3,0.361706,0.204513,0.158086,FULL_DETECTION,0.0,False
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,4,0.360888,0.203654,0.155484,FULL_DETECTION,0.0,False
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,5,0.360964,0.203122,0.145436,FULL_DETECTION,0.215528,True
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,6,0.34551,0.203402,0.141133,FULL_DETECTION,0.0,False
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,7,0.321607,0.202867,0.131142,FULL_DETECTION,0.0,False
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,8,0.339974,0.202672,0.17614,FULL_DETECTION,0.0,False
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,9,0.329686,0.203545,0.17604,FULL_DETECTION,0.0,False
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,10,0.305917,0.204037,0.170511,FULL_DETECTION,0.135407,True
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,11,0.298771,0.203368,0.189004,FULL_DETECTION,0.0,False
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,12,0.272758,0.20344,0.219815,FULL_DETECTION,0.0,False
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,13,0.263734,0.204393,0.231304,FULL_DETECTION,0.0,False
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,14,0.258581,0.204996,0.235784,FULL_DETECTION,0.0,False
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,15,0.221816,0.207021,0.269424,FULL_DETECTION,0.047607,True
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,16,0.201327,0.204995,0.310311,FULL_DETECTION,0.0,False
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,17,0.237231,0.203526,0.343353,FULL_DETECTION,0.0,False
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,18,0.246161,0.206507,0.346783,FULL_DETECTION,0.0,False
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,19,0.248027,0.205256,0.363948,FULL_DETECTION,0.0,False
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,20,0.241405,0.205006,0.399219,FULL_DETECTION,0.157814,True
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,21,0.273725,0.203094,0.413993,FULL_DETECTION,0.0,False
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,22,0.270332,0.204411,0.419821,FULL_DETECTION,0.0,False
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,23,0.240743,0.205237,0.461813,FULL_DETECTION,0.0,False
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,24,0.207535,0.205336,0.460477,FULL_DETECTION,0.0,False
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,25,0.224479,0.204725,0.504743,FULL_DETECTION,0.280264,True
segment-16751706457322889693_4475_240_4495_240_with_camera_labels,26,0.231907,0.204315,0.51614,FULL_DETECTION,0.0,False
